producto,marca,grupo,categoria,precio,precio_lista,pvp_sugerido,gap_pct,estado_sugerido,producto_sugerido,fuente_sugerido,super,sku,url
Ravioles de Muzzarella Jamón Congelados LOS ABUELOS 1 Kg en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,101431,"https://www.tiendainglesa.com.uy/supermercado/ravioles-de-muzzarella-jamon-congelados-los-abuelos-1-kg.producto?101431,,42&campaign=search_facets"
Ravioles de Pollo EL BUEN GUSTO 750 gr en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,401290,"https://www.tiendainglesa.com.uy/supermercado/ravioles-de-pollo-el-buen-gusto-750-gr.producto?401290,,42&campaign=search_facets"
Ravioles de Ricota TIENDA INGLESA 750 gr en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,1508086,"https://www.tiendainglesa.com.uy/supermercado/ravioles-de-ricota-tienda-inglesa-750-gr.producto?1508086,,42&campaign=search_facets"
Ravioles de Verdura Congelados LOS ABUELOS 1 Kg en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,377287,"https://www.tiendainglesa.com.uy/supermercado/ravioles-de-verdura-congelados-los-abuelos-1-kg.producto?377287,,42&campaign=search_facets"
Ravioles EL BUEN GUSTO de Verdura 750 gr en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,298673,"https://www.tiendainglesa.com.uy/supermercado/ravioles-el-buen-gusto-de-verdura-750-gr.producto?298673,,42&campaign=search_facets"
Raviolones Congelados de Calabaza y Muzzarella sin conservantes EL BUE... en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,298678,"https://www.tiendainglesa.com.uy/supermercado/raviolones-congelados-de-calabaza-y-muzzarella-sin-conservantes-el-buen-gusto-linea-gourmet-1-kg.producto?298678,,42&campaign=search_facets"
Rebozado de pollo relleno SADINESA 100g,artico,artico,,40,,,,,,,disco,269860,https://www.disco.com.uy/product/rebozado-de-pollo-relleno-sadinesa-100g/269860
Rebozado de Pollo Sadinesa SADIA 120 g,artico,artico,,30,,,,,,,disco,269857,https://www.disco.com.uy/product/rebozado-de-pollo-sadinesa-sadia-120-g/269857
Rebozador Crocante SANO SIN HARINA 350 gr en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,416887,"https://www.tiendainglesa.com.uy/supermercado/rebozador-crocante-sano-sin-harina-350-gr.producto?416887,,42"
Rebozador de Maíz CAÑUELAS sin gluten 500 g en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,1606224,"https://www.tiendainglesa.com.uy/supermercado/rebozador-de-maiz-canuelas-sin-gluten-500-g.producto?1606224,,42"
Rebozador KIKKOMAN Panko Japones 226.8g en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,295368,"https://www.tiendainglesa.com.uy/supermercado/rebozador-kikkoman-panko-japones-226.8g.producto?295368,,42"
Rebozador MAMÁ COCINA Horno 500g en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,378474,"https://www.tiendainglesa.com.uy/supermercado/rebozador-mama-cocina-horno-500g.producto?378474,,42"
Rebozador Panko SEVENCO 200g en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,334249,"https://www.tiendainglesa.com.uy/supermercado/rebozador-panko-sevenco-200g.producto?334249,,42"
Rebozador para Freír MAMÁ COCINA 500g en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,375073,"https://www.tiendainglesa.com.uy/supermercado/rebozador-para-freir-mama-cocina-500g.producto?375073,,42"
Rebozador sin Gluten LA MALLORQUINA 300 gr en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,403261,"https://www.tiendainglesa.com.uy/supermercado/rebozador-sin-gluten-la-mallorquina-300-gr.producto?403261,,42"
Rebozador Tipo Panko CAÑUELAS 400 g en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,1606228,"https://www.tiendainglesa.com.uy/supermercado/rebozador-tipo-panko-canuelas-400-g.producto?1606228,,42"
Repollo blanco aprox. x 600 g,artico,artico,,79,131,,,,,,disco,401681,https://www.disco.com.uy/product/repollo-blanco-aprox-x-600-g/401681
Repollo colorado aprox. x 900 g,artico,artico,,126,139,,,,,,disco,401676,https://www.disco.com.uy/product/repollo-colorado-aprox-x-900-g/401676
Rikitos rebozados de pollo SADIA 1 kg,artico,artico,,292,,,,,,,disco,235664,https://www.disco.com.uy/product/rikitos-rebozados-de-pollo-sadia-1-kg/235664
Rúcula NUESTRA QUINTA,artico,artico,,79,,,,,,,disco,401526,https://www.disco.com.uy/product/rucula-nuestra-quinta/401526
Sal Parrillera Ahumada para Pescado 290 g,artico,artico,,170,,,,,,,disco,981182,https://www.disco.com.uy/product/sal-parrillera-ahumada-para-pescado-290-g/981182
Salmon ahumado ARTICO 100 g,artico,artico,,431,,,,,,,disco,241382,https://www.disco.com.uy/product/salmon-ahumado-artico-100-g/241382
Salmón Ahumado ARTICO 100 gr en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,1012947,"https://www.tiendainglesa.com.uy/supermercado/salmon-ahumado-artico-100-gr.producto?1012947,,42"
Salmón Ahumado Artico En Fetas 100 g,artico,artico,,298,314,,,,,,tata,147512,https://www.tata.com.uy/salmon-ahumado-artico-en-fetas-100-g-1000434832-147512/p
Salsa de pescado YUMART 500 cc,artico,artico,,336,,,,,,,disco,345103,https://www.disco.com.uy/product/salsa-de-pescado-yumart-500-cc/345103
Salsa para Pizza 400 g,artico,artico,,155,,,,,,,disco,379676,https://www.disco.com.uy/product/salsa-para-pizza-400-g/379676
Sardinas en salsa de tomate EMIGRANTE oval 425 g,artico,artico,,198,,,,,,,disco,575787,https://www.disco.com.uy/product/sardinas-en-salsa-de-tomate-emigrante-oval-425-g/575787
Servilleta de Mesa ELITE Blanca (200 un.) en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,278511,"https://www.tiendainglesa.com.uy/supermercado/servilleta-de-mesa-elite-blanca-200-un..producto?278511,,42&campaign=search_facets"
Set de Alimentos con Hamburguesa,artico,artico,,399,,,,,,,disco,934207,https://www.disco.com.uy/product/set-de-alimentos-con-hamburguesa/934207
Sorrentinos de Provolone y Tomate TIENDA INGLESA 250 gr en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,1012910,"https://www.tiendainglesa.com.uy/supermercado/sorrentinos-de-provolone-y-tomate-tienda-inglesa-250-gr.producto?1012910,,42&campaign=search_facets"
Sorrentinos Muzzarella y Jamón LOS ABUELOS 24 Unidades en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,379104,"https://www.tiendainglesa.com.uy/supermercado/sorrentinos-muzzarella-y-jamon-los-abuelos-24-unidades.producto?379104,,42&campaign=search_facets"
Supremitas de Pollo Rebozadas SADIA 720 gr en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,355871,"https://www.tiendainglesa.com.uy/supermercado/supremitas-de-pollo-rebozadas-sadia-720-gr.producto?355871,,42&campaign=search_facets"
Tapa empanadas AVANTI hojaldradas x 15 un. 437 g,artico,artico,,167,,,,,,,disco,280508,https://www.disco.com.uy/product/tapa-empanadas-avanti-hojaldradas-x-15-un-437-g/280508
Tapa empanadas AVANTI horno 20 un.,artico,artico,,179,,,,,,,disco,282457,https://www.disco.com.uy/product/tapa-empanadas-avanti-horno-20-un/282457
Tapa empanadas AVANTI horno light 12 un.,artico,artico,,183,,,,,,,disco,281459,https://www.disco.com.uy/product/tapa-empanadas-avanti-horno-light-12-un/281459
Tapa empanadas Bon Gout 6 un.,artico,artico,,30,,,,,,,disco,280608,https://www.disco.com.uy/product/tapa-empanadas-bon-gout-6-un/280608
Tapa Empanadas Hojaldradas LA ESPECIALISTA 40 un.,artico,artico,,405,,,,,,,disco,282564,https://www.disco.com.uy/product/tapa-empanadas-hojaldradas-la-especialista-40-un/282564
Tapa empanadas LA ESPECIALISTA 20 un. 720 g,artico,artico,,179,,,,,,,disco,280619,https://www.disco.com.uy/product/tapa-empanadas-la-especialista-20-un-720-g/280619
Tapa empanadas LA ESPECIALISTA copetín 320 g,artico,artico,,182,,,,,,,disco,280627,https://www.disco.com.uy/product/tapa-empanadas-la-especialista-copetin-320-g/280627
Tapa empanadas Que Tapa 6 un. 150 g,artico,artico,,39,,,,,,,disco,246523,https://www.disco.com.uy/product/tapa-empanadas-que-tapa-6-un-150-g/246523
Tapas para empanadas casera PRECIO LÍDER x 12 un. 330 g,artico,artico,,132,,,,,,,disco,221037,https://www.disco.com.uy/product/tapas-para-empanadas-casera-precio-lider-x-12-un-330-g/221037
Tapas para empanadas hojaldradas 5 ESTRELLAS x 20 un. 550 g,artico,artico,,234,,,,,,,disco,231201,https://www.disco.com.uy/product/tapas-para-empanadas-hojaldradas-5-estrellas-x-20-un-550-g/231201
Tapas para empanadas horno 5 ESTRELLAS 330 g,artico,artico,,145,,,,,,,disco,231200,https://www.disco.com.uy/product/tapas-para-empanadas-horno-5-estrellas-330-g/231200
Tapas para Empanadas XL AVANTI x 10 un.,artico,artico,,168,,,,,,,disco,282467,https://www.disco.com.uy/product/tapas-para-empanadas-xl-avanti-x-10-un/282467
Tentaculos De Calamar Artico 300G,artico,artico,,479,479,,,,,,tata,147501,https://www.tata.com.uy/tentaculos-de-calamar-artico-300g-147501/p
Tentáculos de Calamar Cocidos y Congelados ARTICO 300 gr en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,1016108,"https://www.tiendainglesa.com.uy/supermercado/tentaculos-de-calamar-cocidos-y-congelados-artico-300-gr.producto?1016108,,42"
Toalla de Cocina ELITE Ultra Maxirollo 2 Rollos x 240 Paños en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,352271,"https://www.tiendainglesa.com.uy/supermercado/toalla-de-cocina-elite-ultra-maxirollo-2-rollos-x-240-panos.producto?352271,,42&campaign=search_facets"
Toalla de Cocina TIENDA INGLESA Plus 2 Rollos x 55 Paños en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,1097912,"https://www.tiendainglesa.com.uy/supermercado/toalla-de-cocina-tienda-inglesa-plus-2-rollos-x-55-panos.producto?1097912,,42&campaign=search_facets"
Toalla de Papel ELITE Ultra 3 Rollos x 210 Paños en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,5412,"https://www.tiendainglesa.com.uy/supermercado/toalla-de-papel-elite-ultra-3-rollos-x-210-panos.producto?5412,,42&campaign=search_facets"
Toalla Gigante 90 x 150 cm Serena Azul Ártico,artico,artico,,929,,,,,,,disco,716790,https://www.disco.com.uy/product/toalla-gigante-90-x-150-cm-serena-azul-artico/716790
Toalla para Rostro 50 x 80 cm Serena Azul Ártico,artico,artico,,449,,,,,,,disco,716785,https://www.disco.com.uy/product/toalla-para-rostro-50-x-80-cm-serena-azul-artico/716785
Toallas de Cocina TIENDA INGLESA 60 Paños x 2 Rollos en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,796,"https://www.tiendainglesa.com.uy/supermercado/toallas-de-cocina-tienda-inglesa-60-panos-x-2-rollos.producto?796,,42&campaign=search_facets"
Tomate cherry orgánico Campo Claro 500 g,artico,artico,,119,,,,,,,disco,400290,https://www.disco.com.uy/product/tomate-cherry-organico-campo-claro-500-g/400290
Tortelines de Jamón y Queso LOS ABUELOS 1 Kg en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,101427,"https://www.tiendainglesa.com.uy/supermercado/tortelines-de-jamon-y-queso-los-abuelos-1-kg.producto?101427,,42&campaign=search_facets"
Tortilla FRESH MARKET Selection sin cebolla x 4 un. 480 g,artico,artico,,389,,,,,,,disco,213017,https://www.disco.com.uy/product/tortilla-fresh-market-selection-sin-cebolla-x-4-un-480-g/213017
Tostadita Salmas de Maíz al Horno SANISSIMO 216 gr en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,1516028,"https://www.tiendainglesa.com.uy/supermercado/tostadita-salmas-de-maiz-al-horno-sanissimo-216-gr.producto?1516028,,42&campaign=search_facets"
Vegetales ARDO con Quinoa Congelados 1kg en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,336250,"https://www.tiendainglesa.com.uy/supermercado/vegetales-ardo-con-quinoa-congelados-1kg.producto?336250,,42"
Vegetales cocidos x 500g,artico,artico,,225,449,,,,,,disco,110225,https://www.disco.com.uy/product/vegetales-cocidos-x-500g/110225
Vegetales con quinoa ARDO 1 kg,artico,artico,,518,,,,,,,disco,235481,https://www.disco.com.uy/product/vegetales-con-quinoa-ardo-1-kg/235481
Vegetales Grillados ARDO 1 Kg en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,382063,"https://www.tiendainglesa.com.uy/supermercado/vegetales-grillados-ardo-1-kg.producto?382063,,42"
Vegetales grillados ARDO 1 kg,artico,artico,,578,,,,,,,disco,241634,https://www.disco.com.uy/product/vegetales-grillados-ardo-1-kg/241634
Vegetales Mixtos MC CAIN 500 g en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,1543062,"https://www.tiendainglesa.com.uy/supermercado/vegetales-mixtos-mc-cain-500-g.producto?1543062,,42"
Vegetales Stick Congelados ARDO 1 kg en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,315351,"https://www.tiendainglesa.com.uy/supermercado/vegetales-stick-congelados-ardo-1-kg.producto?315351,,42"
Veggie Burguer Vegana ARTICO 200 g,artico,artico,,149,,,,,,,disco,235054,https://www.disco.com.uy/product/veggie-burguer-vegana-artico-200-g/235054
Yerba CANARIAS Serena 1 Kg en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,5090,"https://www.tiendainglesa.com.uy/supermercado/yerba-canarias-serena-1-kg.producto?5090,,42&campaign=search_facets"
Zanahoria en tiras 400 g,artico,artico,,59,,,,,,,disco,470025,https://www.disco.com.uy/product/zanahoria-en-tiras-400-g/470025
Zanahoria Mediana DE LA CHACRA 500 gr en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,347148,"https://www.tiendainglesa.com.uy/supermercado/zanahoria-mediana-de-la-chacra-500-gr.producto?347148,,42&campaign=search_facets"
Zuchini aprox. 400 g,artico,artico,,86,215,,,,,,disco,410029,https://www.disco.com.uy/product/zuchini-aprox-400-g/410029
Aceitunas Verdes sin Carozo en Agua y Sal EMIGRANTE 750 gr en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,7922,"https://www.tiendainglesa.com.uy/supermercado/aceitunas-verdes-sin-carozo-en-agua-y-sal-emigrante-750-gr.producto?7922,,42&campaign=search_facets"
Agua Mineral Natural sin Gas NATIVA 6 L en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,9050,"https://www.tiendainglesa.com.uy/supermercado/agua-mineral-natural-sin-gas-nativa-6-l.producto?9050,,42&campaign=search_facets"
Agua SALUS Frutté Cero Sabor Pomelo 1.5 L en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,261732,"https://www.tiendainglesa.com.uy/supermercado/agua-salus-frutte-cero-sabor-pomelo-1.5-l.producto?261732,,42&campaign=search_facets"
Barrita CONAPROLE de vainilla sin azúcar 65 g,lekker,lekker,,107,,,,,,,disco,241042,https://www.disco.com.uy/product/barrita-conaprole-de-vainilla-sin-azucar-65-g/241042
Boniato Zanahoria Granel (Kg) en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,611,"https://www.tiendainglesa.com.uy/supermercado/boniato-zanahoria-granel-kg.producto?611,,42&campaign=search_facets"
Carne Picada Súper Especial (Kg) en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,1096044,"https://www.tiendainglesa.com.uy/supermercado/carne-picada-super-especial-kg.producto?1096044,,42&campaign=search_facets"
Cerveza STELLA ARTOIS Lata 473 ml en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,338550,"https://www.tiendainglesa.com.uy/supermercado/cerveza-stella-artois-lata-473-ml.producto?338550,,42&campaign=search_facets"
Choclo en Grano TIENDA INGLESA 300 gr en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,403196,"https://www.tiendainglesa.com.uy/supermercado/choclo-en-grano-tienda-inglesa-300-gr.producto?403196,,42&campaign=search_facets"
Chorizos Extra CENTENARIO x 3 Unidades en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,412770,"https://www.tiendainglesa.com.uy/supermercado/chorizos-extra-centenario-x-3-unidades.producto?412770,,42&campaign=search_facets"
COCA-COLA Light 2.25 L en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,5725,"https://www.tiendainglesa.com.uy/supermercado/coca-cola-light-2.25-l.producto?5725,,42&campaign=search_facets"
COCA-COLA Original 2.5 L en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,2114,"https://www.tiendainglesa.com.uy/supermercado/coca-cola-original-2.5-l.producto?2114,,42&campaign=search_facets"
COCA-COLA Zero 2.25 L en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,13550,"https://www.tiendainglesa.com.uy/supermercado/coca-cola-zero-2.25-l.producto?13550,,42&campaign=search_facets"
Flan SER de Vainilla con Caramelo 6 Unidades 95 gr en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,71339,"https://www.tiendainglesa.com.uy/supermercado/flan-ser-de-vainilla-con-caramelo-6-unidades-95-gr.producto?71339,,42&campaign=search_facets"
Galleta Pannina EL TRIGAL 320 gr en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,412919,"https://www.tiendainglesa.com.uy/supermercado/galleta-pannina-el-trigal-320-gr.producto?412919,,42&campaign=search_facets"
Galletas Surtidas TIENDA INGLESA 300 gr en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,415003,"https://www.tiendainglesa.com.uy/supermercado/galletas-surtidas-tienda-inglesa-300-gr.producto?415003,,42&campaign=search_facets"
Harina Tipo 0000 TIENDA INGLESA 1 Kg en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,7398,"https://www.tiendainglesa.com.uy/supermercado/harina-tipo-0000-tienda-inglesa-1-kg.producto?7398,,42&campaign=search_facets"
Helado alfajor CRUFI vainilla 73 ml,lekker,lekker,,98,,,,,,,disco,234561,https://www.disco.com.uy/product/helado-alfajor-crufi-vainilla-73-ml/234561
Helado alfajor dulce de leche CONAPROLE 66 g,lekker,lekker,,82,,,,,,,disco,236227,https://www.disco.com.uy/product/helado-alfajor-dulce-de-leche-conaprole-66-g/236227
Helado barrita crema CONAPROLE 60 cc,lekker,lekker,,48,,,,,,,disco,236224,https://www.disco.com.uy/product/helado-barrita-crema-conaprole-60-cc/236224
Helado barrita dulce de leche CONAPROLE 60 cc,lekker,lekker,,48,,,,,,,disco,236221,https://www.disco.com.uy/product/helado-barrita-dulce-de-leche-conaprole-60-cc/236221
Helado biscuit 7 porciones LA CIGALE 700 g,lekker,lekker,,976,,,,,,,disco,241405,https://www.disco.com.uy/product/helado-biscuit-7-porciones-la-cigale-700-g/241405
Helado chocolate RECREO 110 g,lekker,lekker,,73,,,,,,,disco,751640,https://www.disco.com.uy/product/helado-chocolate-recreo-110-g/751640
Helado CONAPROLE chocolate holandés y dulce de leche 2 L,lekker,lekker,,528,,,,,,,disco,241032,https://www.disco.com.uy/product/helado-conaprole-chocolate-holandes-y-dulce-de-leche-2-l/241032
Helado CONAPROLE crema irlandesa y chocolate holandés 500 g,lekker,lekker,,356,,,,,,,disco,241996,https://www.disco.com.uy/product/helado-conaprole-crema-irlandesa-y-chocolate-holandes-500-g/241996
Helado CONAPROLE crema vainilla 1 L,lekker,lekker,,294,,,,,,,disco,212027,https://www.disco.com.uy/product/helado-conaprole-crema-vainilla-1-l/212027
Helado CONAPROLE crème brûlée marmolado 250 cc,lekker,lekker,,129,,,,,,,disco,236858,https://www.disco.com.uy/product/helado-conaprole-creme-brulee-marmolado-250-cc/236858
Helado CONAPROLE Deslactosado Vainilla y Frutilla 1 L,lekker,lekker,,294,,,,,,,disco,235084,https://www.disco.com.uy/product/helado-conaprole-deslactosado-vainilla-y-frutilla-1-l/235084
Helado CONAPROLE dulce de leche granizado 1 L,lekker,lekker,,294,,,,,,,disco,212024,https://www.disco.com.uy/product/helado-conaprole-dulce-de-leche-granizado-1-l/212024
Helado CONAPROLE frutado arándanos 1 L,lekker,lekker,,294,,,,,,,disco,212019,https://www.disco.com.uy/product/helado-conaprole-frutado-arandanos-1-l/212019
Helado CONAPROLE frutado frutilla mango 1 L,lekker,lekker,,294,,,,,,,disco,212021,https://www.disco.com.uy/product/helado-conaprole-frutado-frutilla-mango-1-l/212021
Helado CONAPROLE frutado limón 1 L,lekker,lekker,,294,,,,,,,disco,212022,https://www.disco.com.uy/product/helado-conaprole-frutado-limon-1-l/212022
Helado CONAPROLE frutos mixto frutilla durazno 1 L,lekker,lekker,,294,,,,,,,disco,212018,https://www.disco.com.uy/product/helado-conaprole-frutos-mixto-frutilla-durazno-1-l/212018
Helado CONAPROLE Light DDL y Vainilla Granizada 2 L,lekker,lekker,,491,,,,,,,disco,241000,https://www.disco.com.uy/product/helado-conaprole-light-ddl-y-vainilla-granizada-2-l/241000
"Helado CONAPROLE light vainilla, chocolate y frutilla 900 ml",lekker,lekker,,356,,,,,,,disco,241276,https://www.disco.com.uy/product/helado-conaprole-light-vainilla-chocolate-y-frutilla-900-ml/241276
Helado CONAPROLE marmolado dulce de leche 2 L,lekker,lekker,,528,,,,,,,disco,241013,https://www.disco.com.uy/product/helado-conaprole-marmolado-dulce-de-leche-2-l/241013
Helado CONAPROLE marmolado frutilla 2 L,lekker,lekker,,528,,,,,,,disco,241824,https://www.disco.com.uy/product/helado-conaprole-marmolado-frutilla-2-l/241824
Helado CONAPROLE Máxima Dulce de leche sin azúcar 65 g,lekker,lekker,,107,,,,,,,disco,235014,https://www.disco.com.uy/product/helado-conaprole-maxima-dulce-de-leche-sin-azucar-65-g/235014
Helado CONAPROLE menta granizada 250 cc,lekker,lekker,,129,,,,,,,disco,236860,https://www.disco.com.uy/product/helado-conaprole-menta-granizada-250-cc/236860
Helado CONAPROLE Pasión Celeste 1 L,lekker,lekker,,282,,,,,,,disco,242051,https://www.disco.com.uy/product/helado-conaprole-pasion-celeste-1-l/242051
Helado CONAPROLE sambayón ddl y chocolate 2 L,lekker,lekker,,528,,,,,,,disco,241904,https://www.disco.com.uy/product/helado-conaprole-sambayon-ddl-y-chocolate-2-l/241904
Helado CONAPROLE súper dulce de leche 250 cc,lekker,lekker,,130,,,,,,,disco,236855,https://www.disco.com.uy/product/helado-conaprole-super-dulce-de-leche-250-cc/236855
Helado CONAPROLE triple sambayón dulce de leche y chocolate 1 L,lekker,lekker,,294,,,,,,,disco,212026,https://www.disco.com.uy/product/helado-conaprole-triple-sambayon-dulce-de-leche-y-chocolate-1-l/212026
Helado CONAPROLE vainilla 2 L,lekker,lekker,,528,,,,,,,disco,241859,https://www.disco.com.uy/product/helado-conaprole-vainilla-2-l/241859
Helado cono vainilla y dulce de leche CONAPROLE 71 cc,lekker,lekker,,101,,,,,,,disco,236980,https://www.disco.com.uy/product/helado-cono-vainilla-y-dulce-de-leche-conaprole-71-cc/236980
Helado crema chocolate CONAPROLE vaso 250 cc,lekker,lekker,,109,,,,,,,disco,236326,https://www.disco.com.uy/product/helado-crema-chocolate-conaprole-vaso-250-cc/236326
Helado crema chocolate frutilla CONAPROLE vaso 250 cc,lekker,lekker,,109,,,,,,,disco,236328,https://www.disco.com.uy/product/helado-crema-chocolate-frutilla-conaprole-vaso-250-cc/236328
Helado crema CONAPROLE vaso 250 cc,lekker,lekker,,109,,,,,,,disco,236319,https://www.disco.com.uy/product/helado-crema-conaprole-vaso-250-cc/236319
Helado crema irlandesa y Chocolate holandés CONAPROLE 2 L,lekker,lekker,,491,,,,,,,disco,212017,https://www.disco.com.uy/product/helado-crema-irlandesa-y-chocolate-holandes-conaprole-2-l/212017
Helado CRUFI big cup dulce de leche 185 ml,lekker,lekker,,104,,,,,,,disco,234684,https://www.disco.com.uy/product/helado-crufi-big-cup-dulce-de-leche-185-ml/234684
Helado CRUFI crema 1 L,lekker,lekker,,320,,,,,,,disco,235245,https://www.disco.com.uy/product/helado-crufi-crema-1-l/235245
Helado CRUFI crema veteada 2 L,lekker,lekker,,523,,,,,,,disco,235201,https://www.disco.com.uy/product/helado-crufi-crema-veteada-2-l/235201
Helado CRUFI Delicato cheesecake maracuyá 2 L,lekker,lekker,,389,556,,,,,,disco,241127,https://www.disco.com.uy/product/helado-crufi-delicato-cheesecake-maracuya-2-l/241127
Helado CRUFI Delicato Sambayón del Bosque 2 L,lekker,lekker,,389,556,,,,,,disco,241723,https://www.disco.com.uy/product/helado-crufi-delicato-sambayon-del-bosque-2-l/241723
Helado CRUFI flan 1 L,lekker,lekker,,320,,,,,,,disco,235230,https://www.disco.com.uy/product/helado-crufi-flan-1-l/235230
Helado CRUFI frutilla a la panna 2 L,lekker,lekker,,523,,,,,,,disco,241608,https://www.disco.com.uy/product/helado-crufi-frutilla-a-la-panna-2-l/241608
Helado CRUFI Línea Italiana bombón Avellano300 g,lekker,lekker,,199,,,,,,,disco,231056,https://www.disco.com.uy/product/helado-crufi-linea-italiana-bombon-avellano300-g/231056
Helado CRUFI Línea Italiana menta granizada 300 g,lekker,lekker,,199,,,,,,,disco,231058,https://www.disco.com.uy/product/helado-crufi-linea-italiana-menta-granizada-300-g/231058
Helado CRUFI Línea Italiana sambayon con almendras 300 g,lekker,lekker,,199,,,,,,,disco,231060,https://www.disco.com.uy/product/helado-crufi-linea-italiana-sambayon-con-almendras-300-g/231060
Helado CRUFI Sándwich Triple Fru-Vain-Cho Diet 82 g,lekker,lekker,,89,,,,,,,disco,260114,https://www.disco.com.uy/product/helado-crufi-sandwich-triple-fru-vain-cho-diet-82-g/260114
Helado CRUFI Tiramisú 1 L,lekker,lekker,,320,,,,,,,disco,235080,https://www.disco.com.uy/product/helado-crufi-tiramisu-1-l/235080
"Helado CRUFI triple dulce de leche, chocolate y sambayón 1 L",lekker,lekker,,320,,,,,,,disco,235243,https://www.disco.com.uy/product/helado-crufi-triple-dulce-de-leche-chocolate-y-sambayon-1-l/235243
Helado CRUFI vaso crema/chocolate 110 ml,lekker,lekker,,57,,,,,,,disco,234680,https://www.disco.com.uy/product/helado-crufi-vaso-crema-chocolate-110-ml/234680
Helado CRUFI vaso crema/frutilla 110 ml,lekker,lekker,,57,,,,,,,disco,234681,https://www.disco.com.uy/product/helado-crufi-vaso-crema-frutilla-110-ml/234681
Helado crufimax almendras CRUFI 72 ml,lekker,lekker,,92,,,,,,,disco,234398,https://www.disco.com.uy/product/helado-crufimax-almendras-crufi-72-ml/234398
Helado de Crema LEKKER 2 Litros en Tienda Inglesa,lekker,lekker,,,,,,,,,tiendainglesa,1559950,"https://www.tiendainglesa.com.uy/supermercado/helado-de-crema-lekker-2-litros.producto?1559950,,42"
Helado diet crema CRUFI 1 L,lekker,lekker,,279,,,,,,,disco,235147,https://www.disco.com.uy/product/helado-diet-crema-crufi-1-l/235147
Helado diet durazno CRUFI 1 L,lekker,lekker,,279,,,,,,,disco,231250,https://www.disco.com.uy/product/helado-diet-durazno-crufi-1-l/231250
Helado diet flan con dulce de leche CRUFI 1 L,lekker,lekker,,279,,,,,,,disco,241444,https://www.disco.com.uy/product/helado-diet-flan-con-dulce-de-leche-crufi-1-l/241444
Helado diet triple clásico CRUFI 1 L,lekker,lekker,,279,,,,,,,disco,241648,https://www.disco.com.uy/product/helado-diet-triple-clasico-crufi-1-l/241648
Helado dulce de leche granizado CONAPROLE vaso 250 cc,lekker,lekker,,109,,,,,,,disco,236325,https://www.disco.com.uy/product/helado-dulce-de-leche-granizado-conaprole-vaso-250-cc/236325
